member_id,tier,is_tier_ambiguous,join_date_missing,days_since_last_txn,txn_count_lifetime,txn_count_last_90d,avg_days_between_txns,total_spend,avg_order_value,refund_count,refund_rate,spend_trend_90d,points_earned_gross,points_earned_adj,points_redeemed,points_balance,redemption_rate,days_since_last_redemption
M35533,Gold,0,0,115.0,2,0,,85.72,42.86,0,0.0,0.0,197.0,197.0,0,197.0,0.0,
M35534,Platinum,0,0,119.0,3,0,716.5,195.28,65.09333333333333,0,0.0,0.0,449.0,449.0,144,305.0,0.3207,119.0
M35535,Bronze,0,0,73.0,7,1,241.83333333333334,276.1,39.44285714285714,0,0.0,,494.0,494.0,154,340.0,0.3117,342.0
M35536,Silver,0,0,462.0,3,0,601.0,179.11,59.70333333333334,0,0.0,,357.0,357.0,50,307.0,0.1401,1664.0
M35537,Bronze,0,0,56.0,4,1,319.0,244.26000000000002,61.065000000000005,0,0.0,,427.0,427.0,95,332.0,0.2225,56.0
M35538,Bronze,0,0,68.0,3,1,509.0,262.2,87.39999999999999,0,0.0,,459.0,459.0,50,409.0,0.1089,1072.0
M35539,Silver,0,0,189.0,4,0,388.0,194.62,48.655,0,0.0,,389.0,389.0,0,389.0,0.0,
M35540,Bronze,0,0,359.0,3,0,189.5,139.92000000000002,46.64000000000001,0,0.0,,207.0,207.0,0,207.0,0.0,
M35541,Silver,0,0,525.0,5,0,219.75,308.18,61.636,0,0.0,,540.0,540.0,130,410.0,0.2407,1106.0
M35542,Silver,0,0,67.0,9,2,81.125,554.42,61.60222222222222,0,0.0,,971.0,971.0,50,921.0,0.0515,609.0
M35543,Bronze,0,0,62.0,8,1,158.71428571428572,587.54,73.4425,0,0.0,,1136.0,1136.0,0,1136.0,0.0,
M35544,Gold,0,0,154.0,6,0,247.0,611.11,101.85166666666667,0,0.0,0.0,1324.0,1324.0,350,974.0,0.2644,248.0
M35545,Bronze,0,0,226.0,6,0,267.2,356.79,59.465,0,0.0,,714.0,714.0,59,655.0,0.0826,1379.0
M35546,Bronze,0,0,715.0,4,0,233.33333333333334,271.95,67.9875,0,0.0,,475.0,475.0,0,475.0,0.0,
M35547,Silver,0,0,98.0,5,0,262.5,229.95,45.989999999999995,0,0.0,0.0,444.0,444.0,0,444.0,0.0,
M35548,Gold,0,0,12.0,5,2,55.75,329.13,65.826,0,0.0,1.4018,689.0,689.0,82,607.0,0.119,235.0
M35549,Gold,0,0,552.0,4,0,185.0,227.17,56.7925,0,0.0,,443.0,443.0,0,443.0,0.0,
M35550,Bronze,0,0,62.0,6,1,308.0,735.81,122.63499999999999,0,0.0,,1303.0,1303.0,50,1253.0,0.0384,1602.0
M35551,Bronze,0,0,72.0,3,1,433.5,184.81,61.60333333333333,0,0.0,,411.0,411.0,50,361.0,0.1217,72.0
M35552,Gold,0,0,474.0,4,0,343.6666666666667,277.79,69.4475,0,0.0,,561.0,561.0,73,488.0,0.1301,474.0
M35553,Gold,0,0,19.0,5,1,215.5,228.22,57.055,1,0.2,,599.0,456.0,100,356.0,0.2193,368.0
M35554,Silver,0,0,214.0,9,0,174.5,575.4,63.93333333333333,0,0.0,,1036.0,1036.0,0,1036.0,0.0,
M35555,Silver,0,0,56.0,7,4,17.5,455.22999999999996,65.03285714285714,0,0.0,1.2529,836.0,836.0,61,775.0,0.073,70.0
M35556,Gold,0,0,140.0,2,0,,164.6,82.3,0,0.0,0.0,288.0,288.0,0,288.0,0.0,
M35557,Bronze,0,0,308.0,3,0,115.0,733.6500000000001,244.55000000000004,0,0.0,,1284.0,1284.0,0,1284.0,0.0,
M35558,Gold,0,0,135.0,4,0,270.0,343.37,85.8425,0,0.0,0.0,727.0,727.0,0,727.0,0.0,
M35559,Silver,0,0,496.0,4,0,271.3333333333333,208.71,52.1775,0,0.0,,418.0,418.0,0,418.0,0.0,
M35560,Bronze,0,0,20.0,8,1,159.42857142857142,447.53000000000003,55.941250000000004,0,0.0,2.1317,896.0,896.0,67,829.0,0.0748,186.0
M35561,Silver,0,0,17.0,5,3,50.25,282.98,56.596000000000004,0,0.0,,536.0,536.0,0,536.0,0.0,
M35562,Bronze,0,0,618.0,1,0,,87.48,87.48,0,0.0,,201.0,201.0,0,201.0,0.0,
M35563,Gold,0,0,75.0,7,1,155.16666666666666,465.28000000000003,66.46857142857144,0,0.0,0.3513,814.0,814.0,100,714.0,0.1229,1006.0
M35564,Silver,0,0,13.0,6,3,27.6,397.38,66.23,0,0.0,1.5802,819.0,819.0,0,819.0,0.0,
M35565,Gold,0,0,434.0,5,0,284.25,409.92,81.98400000000001,0,0.0,,943.0,943.0,200,743.0,0.2121,1571.0
M35566,Bronze,0,0,134.0,3,0,127.5,191.85000000000002,63.95000000000001,0,0.0,0.0,336.0,336.0,0,336.0,0.0,
M35567,Silver,0,0,59.0,4,1,111.33333333333333,236.85,59.2125,0,0.0,,473.0,473.0,0,473.0,0.0,
M35568,Silver,0,0,74.0,6,1,161.0,354.15,59.025,0,0.0,0.6703,708.0,708.0,59,649.0,0.0833,879.0
M35569,Silver,0,0,216.0,4,0,69.66666666666667,133.25,33.3125,0,0.0,,266.0,266.0,0,266.0,0.0,
M35570,Bronze,0,0,145.0,6,0,243.4,332.5,66.5,1,0.1667,0.0,836.0,735.0,95,640.0,0.1293,360.0
M35571,Bronze,0,0,501.0,1,0,,29.99,29.99,0,0.0,,60.0,60.0,0,60.0,0.0,
M35572,Silver,0,0,6.0,6,1,151.0,353.64,58.94,0,0.0,1.1019,706.0,706.0,247,459.0,0.3499,180.0
M35573,Silver,0,0,514.0,5,0,219.0,364.02,72.804,0,0.0,,712.0,712.0,111,601.0,0.1559,1390.0
M35574,Bronze,0,0,39.0,5,3,17.5,236.94,47.388,0,0.0,0.8914,473.0,473.0,143,330.0,0.3023,102.0
M35575,Bronze,0,0,944.0,1,0,,32.58,32.58,0,0.0,,75.0,75.0,0,75.0,0.0,
M35576,Bronze,0,0,106.0,5,0,338.25,267.63,53.525999999999996,0,0.0,0.0,535.0,535.0,0,535.0,0.0,
M35577,Bronze,0,0,338.0,2,0,,140.85,70.425,0,0.0,,273.0,273.0,261,12.0,0.956,338.0
M35578,Gold,0,0,119.0,2,0,,148.26,74.13,0,0.0,0.0,341.0,341.0,0,341.0,0.0,
M35579,Silver,0,0,9.0,7,3,121.0,539.95,77.13571428571429,0,0.0,,946.0,946.0,0,946.0,0.0,
M35580,Silver,0,0,231.0,4,0,187.33333333333334,120.21000000000001,30.052500000000002,0,0.0,,216.0,216.0,36,180.0,0.1667,793.0
M35581,Bronze,0,0,309.0,2,0,,268.31,134.155,0,0.0,,470.0,470.0,0,470.0,0.0,
M35582,Gold,0,0,897.0,2,0,,63.03,31.515,0,0.0,,126.0,126.0,0,126.0,0.0,
M35583,Gold,0,0,355.0,5,0,200.75,357.59000000000003,71.518,0,0.0,,715.0,715.0,0,715.0,0.0,
M35584,Bronze,0,0,99.0,2,0,,145.63,72.815,0,0.0,0.0,292.0,292.0,0,292.0,0.0,
M35585,Bronze,0,0,196.0,6,0,225.6,204.4,34.06666666666667,0,0.0,,470.0,470.0,207,263.0,0.4404,346.0
M35586,Bronze,0,0,32.0,2,1,,304.78000000000003,152.39000000000001,0,0.0,,565.0,565.0,0,565.0,0.0,
M35587,Gold,0,0,475.0,2,0,,105.43,52.715,0,0.0,,211.0,211.0,0,211.0,0.0,
M35588,Platinum,0,0,49.0,9,2,22.0,533.39,59.26555555555555,0,0.0,0.2519,1172.0,1172.0,271,901.0,0.2312,49.0
M35589,Bronze,0,0,438.0,5,0,246.5,214.32999999999998,42.866,0,0.0,,487.0,487.0,50,437.0,0.1027,1215.0
M35590,Bronze,0,0,11.0,4,2,32.333333333333336,186.03,46.5075,0,0.0,0.626,384.0,384.0,96,288.0,0.25,11.0
M35591,Bronze,0,0,374.0,2,0,,165.55,82.775,0,0.0,,354.0,354.0,0,354.0,0.0,
M35592,Bronze,0,0,289.0,3,0,381.5,224.49,74.83,0,0.0,,432.0,432.0,0,432.0,0.0,
M35593,Gold,0,0,22.0,6,2,58.4,521.29,86.88166666666666,0,0.0,,1042.0,1042.0,150,892.0,0.144,306.0
M35594,Platinum,0,0,105.0,4,0,381.3333333333333,189.84,47.46,0,0.0,0.0,314.0,314.0,0,314.0,0.0,
M35595,Silver,0,0,1.0,5,3,33.25,243.64,48.727999999999994,0,0.0,0.7681,428.0,428.0,98,330.0,0.229,1.0
M35596,Gold,0,0,330.0,5,0,99.0,287.13,57.426,0,0.0,,599.0,599.0,0,599.0,0.0,
M35597,Silver,0,1,541.0,3,0,234.5,211.35,70.45,0,0.0,,423.0,423.0,100,323.0,0.2364,1010.0
M35598,Silver,0,0,6.0,4,1,276.6666666666667,221.88,55.47,0,0.0,,511.0,511.0,159,352.0,0.3112,181.0
M35599,Silver,0,0,544.0,1,0,,55.78,55.78,0,0.0,,128.0,128.0,0,128.0,0.0,
M35600,Gold,0,0,12.0,6,2,76.8,328.96,54.82666666666666,0,0.0,2.9608,658.0,658.0,245,413.0,0.3723,12.0
M35601,Platinum,0,0,10.0,5,2,96.0,331.65,66.33,0,0.0,,589.0,589.0,50,539.0,0.0849,394.0
M35602,Bronze,0,0,32.0,3,3,16.0,180.7,60.23333333333333,0,0.0,,416.0,416.0,86,330.0,0.2067,37.0
M35603,Gold,0,0,287.0,3,0,443.0,169.07,56.35666666666666,0,0.0,,345.0,345.0,0,345.0,0.0,
M35604,Silver,0,0,149.0,4,0,350.3333333333333,219.92,54.98,0,0.0,0.0,384.0,384.0,69,315.0,0.1797,149.0
M35605,Bronze,0,0,465.0,2,0,,133.76999999999998,66.88499999999999,0,0.0,,307.0,307.0,150,157.0,0.4886,703.0
M35606,Bronze,0,0,326.0,3,0,163.0,260.31,86.77,0,0.0,,532.0,532.0,100,432.0,0.188,380.0
M35607,Gold,0,0,48.0,5,1,101.5,346.0,69.2,0,0.0,,797.0,797.0,103,694.0,0.1292,48.0
M35608,Gold,0,0,41.0,6,1,97.8,295.90000000000003,49.31666666666667,0,0.0,0.5681,525.0,525.0,220,305.0,0.419,163.0
M35609,Silver,0,0,42.0,8,2,77.85714285714286,296.28,37.035,0,0.0,,519.0,519.0,41,478.0,0.079,580.0
M35610,Bronze,0,0,132.0,7,0,304.8333333333333,323.75,46.25,0,0.0,0.0,647.0,647.0,235,412.0,0.3632,337.0
M35611,Silver,0,0,23.0,11,6,20.0,569.62,51.78363636363636,0,0.0,1.259,1274.0,1274.0,249,1025.0,0.1954,59.0
M35612,Bronze,0,0,125.0,6,0,61.0,442.37,73.72833333333334,0,0.0,0.0,866.0,866.0,164,702.0,0.1894,247.0
M35613,Silver,0,0,12.0,5,4,24.25,259.09000000000003,51.818000000000005,0,0.0,5.3596,483.0,483.0,86,397.0,0.1781,12.0
M35614,Bronze,0,0,183.0,7,0,220.83333333333334,403.22999999999996,57.60428571428571,0,0.0,,705.0,705.0,132,573.0,0.1872,183.0
M35615,Gold,0,0,16.0,7,4,32.5,377.84,53.97714285714285,0,0.0,3.1372,662.0,662.0,41,621.0,0.0619,99.0
M35616,Gold,0,0,434.0,3,0,372.0,274.40000000000003,91.46666666666668,0,0.0,,109.0,109.0,0,109.0,0.0,
M35617,Gold,0,0,151.0,2,0,,69.35,34.675,0,0.0,0.0,121.0,121.0,32,89.0,0.2645,151.0
M35618,Gold,0,0,2.0,6,2,87.2,152.65,25.441666666666666,0,0.0,2.3219,270.0,270.0,52,218.0,0.1926,198.0
M35619,Bronze,0,0,281.0,3,0,102.5,114.4,38.13333333333333,0,0.0,,263.0,263.0,0,263.0,0.0,
M35620,Bronze,0,0,34.0,6,2,256.0,380.68,63.446666666666665,0,0.0,,665.0,665.0,0,665.0,0.0,
M35621,Platinum,0,0,315.0,6,0,119.4,314.72,52.45333333333334,0,0.0,,665.0,665.0,185,480.0,0.2782,802.0
M35622,Silver,0,0,24.0,4,2,72.0,190.54,47.635,0,0.0,,381.0,381.0,50,331.0,0.1312,192.0
M35623,Bronze,0,0,224.0,4,0,142.66666666666666,236.78,59.195,0,0.0,,544.0,544.0,0,544.0,0.0,
M35624,Bronze,0,0,40.0,4,1,446.3333333333333,335.13,83.7825,0,0.0,,694.0,694.0,0,694.0,0.0,
M35625,Bronze,0,0,229.0,5,0,378.0,298.44,59.688,0,0.0,,596.0,596.0,0,596.0,0.0,
M35626,Silver,0,0,553.0,4,0,375.6666666666667,132.97,44.32333333333333,1,0.25,,349.0,242.0,0,242.0,0.0,
M35627,Silver,0,0,39.0,9,2,31.875,744.53,82.72555555555556,0,0.0,0.3884,1714.0,1714.0,0,1714.0,0.0,
M35628,Bronze,0,0,574.0,1,0,,22.72,22.72,0,0.0,,45.0,45.0,0,45.0,0.0,
M35629,Silver,0,0,382.0,4,0,67.66666666666667,279.11,69.7775,0,0.0,,488.0,488.0,0,488.0,0.0,
M35630,Bronze,0,0,95.0,6,0,252.4,231.12,38.52,0,0.0,0.0,405.0,405.0,57,348.0,0.1407,567.0
M35631,Gold,0,0,178.0,2,0,,118.47,59.235,0,0.0,0.0,262.0,262.0,0,262.0,0.0,
M35632,Bronze,0,0,847.0,4,0,116.66666666666667,291.49,72.8725,0,0.0,,510.0,510.0,0,510.0,0.0,
M35633,Bronze,0,0,163.0,4,0,360.3333333333333,252.45,63.1125,0,0.0,0.0,469.0,469.0,0,469.0,0.0,
M35634,Gold,0,0,90.0,5,1,73.25,263.77,52.754,0,0.0,0.3511,461.0,461.0,203,258.0,0.4403,234.0
M35635,Gold,0,0,64.0,6,3,54.0,391.03999999999996,65.17333333333333,0,0.0,,870.0,870.0,0,870.0,0.0,
M35636,Silver,0,0,252.0,3,0,451.5,169.48999999999998,56.49666666666666,0,0.0,,321.0,321.0,50,271.0,0.1558,333.0
M35637,Bronze,0,0,656.0,2,0,,164.85000000000002,82.42500000000001,0,0.0,,350.0,350.0,0,350.0,0.0,
M35638,Bronze,0,0,80.0,6,3,63.2,371.68,61.946666666666665,0,0.0,,775.0,775.0,0,775.0,0.0,
M35639,Silver,0,0,192.0,2,0,,126.77000000000001,63.385000000000005,0,0.0,,292.0,292.0,116,176.0,0.3973,192.0
M35640,Gold,0,0,19.0,10,1,56.666666666666664,459.41,45.941,0,0.0,0.2869,1057.0,1057.0,0,1057.0,0.0,
M35641,Platinum,0,0,385.0,4,0,285.6666666666667,332.14,83.035,0,0.0,,764.0,764.0,100,664.0,0.1309,1242.0
M35642,Bronze,0,0,57.0,5,1,198.25,364.86,72.97200000000001,0,0.0,,640.0,640.0,249,391.0,0.3891,184.0
M35643,Silver,0,0,227.0,3,0,423.5,195.3,65.10000000000001,0,0.0,,342.0,342.0,0,342.0,0.0,
M35644,Silver,0,0,618.0,4,0,110.66666666666667,187.18,62.39333333333334,1,0.25,,382.0,328.0,0,328.0,0.0,
M35645,Bronze,0,0,145.0,7,0,75.83333333333333,461.31,65.90142857142857,0,0.0,0.0,1061.0,1061.0,72,989.0,0.0679,521.0
M35646,Platinum,0,0,529.0,7,0,222.33333333333334,565.36,80.76571428571428,0,0.0,,1294.0,1294.0,196,1098.0,0.1515,529.0
M35647,Silver,0,0,191.0,3,0,359.0,166.35,55.449999999999996,0,0.0,,349.0,349.0,0,349.0,0.0,
M35648,Silver,0,0,68.0,3,1,431.5,98.86,32.95333333333333,0,0.0,,173.0,173.0,79,94.0,0.4566,68.0
M35649,Bronze,0,0,149.0,9,0,73.375,682.14,85.2675,1,0.1111,0.0,1269.0,1194.0,250,944.0,0.2094,697.0
M35650,Silver,0,0,32.0,4,1,476.6666666666667,240.37,60.0925,0,0.0,,510.0,510.0,0,510.0,0.0,
M35651,Gold,0,0,364.0,7,0,213.33333333333334,642.17,91.73857142857142,0,0.0,,1301.0,1301.0,0,1301.0,0.0,
M35652,Silver,0,0,69.0,3,1,180.5,511.59,170.53,0,0.0,,1177.0,1177.0,0,1177.0,0.0,
M35653,Silver,0,0,274.0,1,0,,39.21,39.21,0,0.0,,69.0,69.0,0,69.0,0.0,
M35654,Bronze,0,0,294.0,6,0,278.4,485.74,80.95666666666666,0,0.0,,1116.0,1116.0,0,1116.0,0.0,
M35655,Bronze,0,0,123.0,4,0,136.66666666666666,288.92,72.23,0,0.0,0.0,649.0,649.0,100,549.0,0.1541,417.0
M35656,Gold,0,0,341.0,3,0,294.0,169.74,56.580000000000005,0,0.0,,339.0,339.0,50,289.0,0.1475,531.0
M35657,Silver,0,0,10.0,10,5,15.222222222222221,368.58,40.95333333333333,1,0.1,1.0441,776.0,644.0,0,644.0,0.0,
M35658,Platinum,0,0,466.0,3,0,240.0,375.82,125.27333333333333,0,0.0,,751.0,751.0,0,751.0,0.0,
M35659,,1,0,273.0,6,0,322.6,321.11,53.51833333333334,0,0.0,,562.0,562.0,49,513.0,0.0872,1170.0
M35660,Bronze,0,0,35.0,6,1,256.8,336.1,56.01666666666667,0,0.0,,667.0,667.0,0,667.0,0.0,
M35661,Silver,0,0,883.0,3,0,191.5,166.45,55.48333333333333,0,0.0,,333.0,333.0,0,333.0,0.0,
M35662,Silver,0,0,19.0,4,1,40.333333333333336,156.27,39.0675,0,0.0,0.2268,348.0,348.0,66,282.0,0.1897,19.0
M35663,Gold,0,0,24.0,4,2,27.666666666666668,254.69,63.6725,0,0.0,1.5825,586.0,586.0,0,586.0,0.0,
M35664,Bronze,0,0,14.0,5,4,315.0,274.90999999999997,54.98199999999999,0,0.0,,461.0,461.0,0,461.0,0.0,
M35665,Platinum,0,0,170.0,7,0,287.5,331.59000000000003,47.370000000000005,0,0.0,0.0,764.0,764.0,0,764.0,0.0,
M35666,Gold,0,0,843.0,5,0,155.0,407.19,81.438,0,0.0,,815.0,815.0,50,765.0,0.0613,1073.0
M35667,Bronze,0,0,672.0,4,0,300.3333333333333,364.61,91.1525,0,0.0,,787.0,787.0,0,787.0,0.0,
M35668,Gold,0,0,618.0,2,0,,174.24,87.12,0,0.0,,376.0,376.0,100,276.0,0.266,1003.0
M35669,Bronze,0,0,1517.0,2,0,,117.62,58.81,0,0.0,,206.0,206.0,0,206.0,0.0,
M35670,Bronze,0,0,576.0,2,0,,296.77,148.385,0,0.0,,594.0,594.0,0,594.0,0.0,
M35671,Gold,0,0,39.0,1,1,,85.03,85.03,0,0.0,,149.0,149.0,0,149.0,0.0,
M35672,Silver,0,0,29.0,3,2,90.5,239.12,79.70666666666666,0,0.0,,478.0,478.0,150,328.0,0.3138,29.0
M35673,Silver,0,0,258.0,5,0,189.25,174.5,58.166666666666664,2,0.4,,762.0,365.0,100,265.0,0.274,787.0
M35674,Bronze,0,0,563.0,2,0,,149.73000000000002,74.86500000000001,0,0.0,,300.0,300.0,0,300.0,0.0,
M35675,Gold,0,0,63.0,2,2,,109.18,54.59,0,0.0,,251.0,251.0,0,251.0,0.0,
M35676,Silver,0,0,113.0,8,0,163.14285714285714,672.52,84.065,0,0.0,0.0,1515.0,1515.0,84,1431.0,0.0554,437.0
M35677,Silver,0,0,480.0,3,0,84.5,279.90999999999997,93.30333333333333,0,0.0,,490.0,490.0,72,418.0,0.1469,614.0
M35678,Silver,0,0,205.0,3,0,269.0,300.57,100.19,0,0.0,,652.0,652.0,0,652.0,0.0,
M35679,Gold,0,0,689.0,5,0,99.75,319.15,63.83,0,0.0,,576.0,576.0,93,483.0,0.1615,1088.0
M35680,Silver,0,0,133.0,5,0,163.5,357.56,71.512,0,0.0,0.0,822.0,822.0,0,822.0,0.0,
M35681,Bronze,0,0,33.0,3,1,296.5,151.45999999999998,50.48666666666666,0,0.0,,304.0,304.0,0,304.0,0.0,
M35682,Bronze,0,0,17.0,5,1,130.5,442.94,88.588,0,0.0,0.9869,886.0,886.0,124,762.0,0.14,167.0
M35683,Silver,0,0,76.0,4,1,212.66666666666666,213.33,53.3325,0,0.0,,394.0,394.0,76,318.0,0.1929,348.0
M35684,Bronze,0,0,26.0,4,3,23.0,355.78,88.945,0,0.0,5.5497,703.0,703.0,100,603.0,0.1422,26.0
M35685,Silver,0,0,11.0,6,1,361.0,433.92,72.32000000000001,0,0.0,,957.0,957.0,60,897.0,0.0627,369.0
M35686,Bronze,0,0,409.0,3,0,31.5,156.79,52.26333333333333,0,0.0,,341.0,341.0,0,341.0,0.0,
M35687,Gold,0,0,149.0,5,0,71.75,405.57,81.114,0,0.0,0.0,709.0,709.0,0,709.0,0.0,
M35688,Gold,0,0,217.0,2,0,,136.95999999999998,68.47999999999999,0,0.0,,315.0,315.0,50,265.0,0.1587,217.0
M35689,Bronze,0,0,87.0,4,1,268.3333333333333,203.23,50.8075,0,0.0,,467.0,467.0,50,417.0,0.1071,87.0
M35690,Bronze,0,0,32.0,4,2,33.666666666666664,268.31,67.0775,0,0.0,2.975,617.0,617.0,100,517.0,0.1621,77.0
M35691,Bronze,0,0,719.0,3,0,372.5,248.54000000000002,82.84666666666668,0,0.0,,435.0,435.0,150,285.0,0.3448,1464.0
M35692,Bronze,0,0,22.0,3,1,409.0,109.89,36.63,0,0.0,,192.0,192.0,0,192.0,0.0,
M35693,Bronze,0,0,741.0,3,0,295.5,209.21,104.605,1,0.3333,,464.0,366.0,0,366.0,0.0,
M35694,Silver,0,0,121.0,7,0,105.66666666666667,418.24,59.74857142857143,0,0.0,0.0,732.0,732.0,81,651.0,0.1107,417.0
M35695,Silver,0,0,514.0,4,0,322.6666666666667,203.20999999999998,50.802499999999995,0,0.0,,320.0,320.0,0,320.0,0.0,
M35696,Silver,0,0,184.0,1,0,,74.11,74.11,0,0.0,,148.0,148.0,0,148.0,0.0,
M35697,Silver,0,0,1172.0,3,0,364.5,167.07,55.69,0,0.0,,335.0,335.0,0,335.0,0.0,
M35698,Bronze,0,0,87.0,3,1,52.0,215.37,71.79,0,0.0,1.644,478.0,478.0,100,378.0,0.2092,87.0
M35699,Gold,0,0,239.0,5,0,257.75,373.1,93.275,1,0.2,,753.0,666.0,87,579.0,0.1306,785.0
M35700,,1,0,79.0,6,1,181.6,525.17,87.52833333333332,0,0.0,,1172.0,1172.0,150,1022.0,0.128,456.0
M35701,Bronze,0,0,305.0,6,0,200.2,295.36,49.22666666666667,0,0.0,,605.0,605.0,69,536.0,0.114,1306.0
M35702,Silver,0,0,29.0,4,4,19.666666666666668,167.5,41.875,0,0.0,,342.0,342.0,0,342.0,0.0,
M35703,Silver,0,0,9.0,6,2,62.4,349.44,58.24,0,0.0,,643.0,643.0,127,516.0,0.1975,17.0
M35704,Silver,0,0,28.0,3,1,156.5,355.47,118.49000000000001,0,0.0,1.1309,711.0,711.0,100,611.0,0.1406,28.0
M35705,Bronze,0,0,3.0,8,1,68.57142857142857,858.42,107.3025,0,0.0,0.3865,1502.0,1502.0,200,1302.0,0.1332,180.0
M35706,Silver,0,0,411.0,2,0,,76.77,38.385,0,0.0,,158.0,158.0,0,158.0,0.0,
M35707,,1,0,239.0,5,0,89.25,1610.32,322.06399999999996,0,0.0,,2818.0,2818.0,0,2818.0,0.0,
M35708,Bronze,0,0,54.0,5,1,360.25,188.14000000000001,37.628,0,0.0,,357.0,357.0,0,357.0,0.0,
M35709,Gold,0,0,15.0,4,2,53.333333333333336,589.8,147.45,0,0.0,0.4884,1179.0,1179.0,100,1079.0,0.0848,15.0
M35710,Silver,0,0,87.0,4,1,10.333333333333334,198.17000000000002,49.542500000000004,0,0.0,0.0951,396.0,396.0,34,362.0,0.0859,87.0
M35711,Silver,0,0,534.0,2,0,,134.25,67.125,0,0.0,,309.0,309.0,0,309.0,0.0,
M35712,Silver,0,0,648.0,2,0,,52.49,26.245,0,0.0,,121.0,121.0,68,53.0,0.562,648.0
M35713,Bronze,0,0,765.0,3,0,387.5,161.92000000000002,53.973333333333336,0,0.0,,372.0,372.0,128,244.0,0.3441,1540.0
M35714,Silver,0,0,203.0,6,0,44.6,252.98,42.163333333333334,0,0.0,,440.0,440.0,0,440.0,0.0,
M35715,Bronze,0,0,74.0,5,1,85.75,353.76,70.752,0,0.0,0.8567,701.0,701.0,0,701.0,0.0,
M35716,Bronze,0,0,121.0,3,0,693.5,284.82,94.94,0,0.0,0.0,655.0,655.0,50,605.0,0.0763,121.0
M35717,Bronze,0,0,488.0,3,0,359.0,150.09,50.03,0,0.0,,263.0,263.0,0,263.0,0.0,
M35718,Gold,0,0,244.0,6,0,129.6,291.17,48.528333333333336,0,0.0,,523.0,523.0,118,405.0,0.2256,892.0
M35719,Bronze,0,0,13.0,5,1,50.5,238.51,47.702,0,0.0,0.5269,477.0,477.0,180,297.0,0.3774,107.0
M35720,Bronze,0,0,23.0,7,3,23.5,639.3299999999999,91.33285714285714,0,0.0,0.6286,1470.0,1470.0,250,1220.0,0.1701,106.0
M35721,Bronze,0,0,141.0,4,0,209.66666666666666,192.11,48.0275,0,0.0,0.0,336.0,336.0,0,336.0,0.0,
M35722,Bronze,0,0,831.0,5,0,215.0,357.57,89.3925,1,0.2,,744.0,653.0,100,553.0,0.1531,1691.0
M35723,Bronze,0,0,141.0,6,0,83.0,549.97,91.66166666666668,0,0.0,0.0,986.0,986.0,0,986.0,0.0,
M35724,Silver,0,0,48.0,3,1,55.5,161.31,53.77,0,0.0,1.127,282.0,282.0,50,232.0,0.1773,145.0
M35725,Silver,0,0,12.0,6,1,346.8,452.83000000000004,75.47166666666668,0,0.0,,803.0,803.0,0,803.0,0.0,
M35726,Platinum,0,0,79.0,5,1,117.5,423.29,84.658,0,0.0,,741.0,741.0,0,741.0,0.0,
M35727,Bronze,0,1,113.0,5,0,279.5,223.36,44.672000000000004,0,0.0,0.0,514.0,514.0,50,464.0,0.0973,889.0
M35728,Bronze,0,0,156.0,5,0,427.5,294.03000000000003,58.806000000000004,0,0.0,0.0,520.0,520.0,0,520.0,0.0,
M35729,Silver,0,0,562.0,4,0,53.333333333333336,938.98,234.745,0,0.0,,1643.0,1643.0,0,1643.0,0.0,
M35730,Bronze,0,0,159.0,3,0,98.0,146.79000000000002,48.93000000000001,0,0.0,0.0,278.0,278.0,88,190.0,0.3165,355.0
M35731,Silver,0,0,203.0,4,0,19.666666666666668,181.57,45.3925,0,0.0,,319.0,319.0,130,189.0,0.4075,203.0
M35732,Gold,0,0,356.0,3,0,36.5,215.29,71.76333333333334,0,0.0,,495.0,495.0,100,395.0,0.202,384.0
M35733,Silver,0,0,120.0,5,0,167.25,320.78,64.15599999999999,0,0.0,0.0,642.0,642.0,0,642.0,0.0,
M35734,Gold,0,0,31.0,7,1,141.5,414.13,69.02166666666666,1,0.1429,,785.0,725.0,200,525.0,0.2759,476.0
M35735,Silver,0,0,44.0,5,2,206.0,312.62,62.524,0,0.0,,547.0,547.0,0,547.0,0.0,
M35736,Silver,0,0,109.0,4,0,49.666666666666664,180.62,45.155,0,0.0,0.0,416.0,416.0,96,320.0,0.2308,195.0
M35737,Bronze,0,0,1.0,8,2,254.71428571428572,336.62,42.0775,0,0.0,,608.0,608.0,48,560.0,0.0789,1577.0
M35738,Bronze,0,0,15.0,5,2,26.5,278.9,55.779999999999994,0,0.0,0.7945,488.0,488.0,243,245.0,0.498,113.0
M35739,Silver,0,0,204.0,5,0,314.0,399.54,79.908,0,0.0,,920.0,920.0,0,920.0,0.0,
M35740,Silver,0,0,57.0,4,1,489.0,286.8,71.7,0,0.0,,573.0,573.0,50,523.0,0.0873,1524.0
M35741,Bronze,0,0,92.0,7,0,139.33333333333334,549.63,78.51857142857143,0,0.0,0.0,985.0,985.0,273,712.0,0.2772,153.0
M35742,Silver,0,0,149.0,3,0,137.0,171.94,57.31333333333333,0,0.0,0.0,332.0,332.0,241,91.0,0.7259,182.0
M35743,Silver,0,0,419.0,4,0,353.6666666666667,126.42,31.605,0,0.0,,221.0,221.0,0,221.0,0.0,
M35744,Platinum,0,0,148.0,3,0,132.5,167.60000000000002,55.866666666666674,0,0.0,0.0,294.0,294.0,0,294.0,0.0,
